,USAF,YR--MODAHRMN,TEMP,MAX,MIN,Celsius
0,28450,201705010000,31.00,,,-0.56
1,28450,201705010020,30.00,,,-1.11
2,28450,201705010050,30.00,,,-1.11
3,28450,201705010100,31.00,,,-0.56
4,28450,201705010120,30.00,,,-1.11
5,28450,201705010150,30.00,,,-1.11
6,28450,201705010200,31.00,,,-0.56
7,28450,201705010220,30.00,,,-1.11
8,28450,201705010250,30.00,,,-1.11
9,28450,201705010300,31.00,,,-0.56
10,28450,201705010320,30.00,,,-1.11
11,28450,201705010350,30.00,,,-1.11
12,28450,201705010400,31.00,,,-0.56
13,28450,201705010420,30.00,,,-1.11
14,28450,201705010450,30.00,,,-1.11
15,28450,201705010500,31.00,,,-0.56
16,28450,201705010520,30.00,,,-1.11
17,28450,201705010550,30.00,,,-1.11
18,28450,201705010600,31.00,34.00,31.00,-0.56
19,28450,201705010620,30.00,,,-1.11
20,28450,201705010650,30.00,,,-1.11
21,28450,201705010700,30.00,,,-1.11
22,28450,201705010720,30.00,,,-1.11
23,28450,201705010750,32.00,,,0.00
24,28450,201705010800,32.00,,,0.00
25,28450,201705010820,32.00,,,0.00
26,28450,201705010850,34.00,,,1.11
27,28450,201705010900,34.00,,,1.11
28,28450,201705010920,34.00,,,1.11
29,28450,201705010950,36.00,,,2.22
30,28450,201705011000,37.00,,,2.78
31,28450,201705011020,36.00,,,2.22
32,28450,201705011050,37.00,,,2.78
33,28450,201705011100,37.00,,,2.78
34,28450,201705011120,37.00,,,2.78
35,28450,201705011150,39.00,,,3.89
36,28450,201705011200,40.00,,,4.44
37,28450,201705011220,39.00,,,3.89
38,28450,201705011250,39.00,,,3.89
39,28450,201705011300,41.00,,,5.00
40,28450,201705011320,39.00,,,3.89
41,28450,201705011350,41.00,,,5.00
42,28450,201705011400,41.00,,,5.00
43,28450,201705011420,41.00,,,5.00
44,28450,201705011450,41.00,,,5.00
45,28450,201705011500,42.00,,,5.56
46,28450,201705011520,43.00,,,6.11
47,28450,201705011550,43.00,,,6.11
48,28450,201705011600,44.00,,,6.67
49,28450,201705011620,43.00,,,6.11
50,28450,201705011650,43.00,,,6.11
51,28450,201705011700,43.00,,,6.11
52,28450,201705011720,43.00,,,6.11
53,28450,201705011750,43.00,,,6.11
54,28450,201705011800,42.00,44.00,30.00,5.56
55,28450,201705011820,41.00,,,5.00
56,28450,201705011850,41.00,,,5.00
57,28450,201705011900,40.00,,,4.44
58,28450,201705011920,39.00,,,3.89
59,28450,201705011950,39.00,,,3.89
60,28450,201705012000,38.00,,,3.33
61,28450,201705012020,39.00,,,3.89
62,28450,201705012050,37.00,,,2.78
63,28450,201705012100,38.00,,,3.33
64,28450,201705012120,37.00,,,2.78
65,28450,201705012150,37.00,,,2.78
66,28450,201705012200,37.00,,,2.78
67,28450,201705012220,37.00,,,2.78
68,28450,201705012250,36.00,,,2.22
69,28450,201705012300,36.00,,,2.22
70,28450,201705012320,36.00,,,2.22
71,28450,201705012350,36.00,,,2.22
72,28450,201705020000,36.00,,,2.22
73,28450,201705020020,36.00,,,2.22
74,28450,201705020050,36.00,,,2.22
75,28450,201705020100,36.00,,,2.22
76,28450,201705020120,36.00,,,2.22
77,28450,201705020150,36.00,,,2.22
78,28450,201705020200,36.00,,,2.22
79,28450,201705020220,36.00,,,2.22
80,28450,201705020250,37.00,,,2.78
81,28450,201705020300,37.00,,,2.78
82,28450,201705020320,37.00,,,2.78
83,28450,201705020350,37.00,,,2.78
84,28450,201705020400,38.00,,,3.33
85,28450,201705020420,37.00,,,2.78
86,28450,201705020450,39.00,,,3.89
87,28450,201705020500,39.00,,,3.89
88,28450,201705020520,39.00,,,3.89
89,28450,201705020550,39.00,,,3.89
90,28450,201705020600,41.00,42.00,35.00,5.00
91,28450,201705020620,39.00,,,3.89
92,28450,201705020650,41.00,,,5.00
93,28450,201705020700,41.00,,,5.00
94,28450,201705020720,41.00,,,5.00
95,28450,201705020750,41.00,,,5.00
96,28450,201705020800,43.00,,,6.11
97,28450,201705020820,41.00,,,5.00
98,28450,201705020850,41.00,,,5.00
99,28450,201705020900,43.00,,,6.11
100,28450,201705020920,43.00,,,6.11
101,28450,201705020950,43.00,,,6.11
102,28450,201705021000,45.00,,,7.22
103,28450,201705021020,43.00,,,6.11
104,28450,201705021050,41.00,,,5.00
105,28450,201705021100,42.00,,,5.56
106,28450,201705021120,43.00,,,6.11
107,28450,201705021150,43.00,,,6.11
108,28450,201705021200,44.00,,,6.67
109,28450,201705021220,39.00,,,3.89
110,28450,201705021250,37.00,,,2.78
111,28450,201705021300,39.00,,,3.89
112,28450,201705021320,41.00,,,5.00
113,28450,201705021350,39.00,,,3.89
114,28450,201705021400,40.00,,,4.44
115,28450,201705021420,39.00,,,3.89
116,28450,201705021450,39.00,,,3.89
117,28450,201705021500,40.00,,,4.44
118,28450,201705021520,39.00,,,3.89
119,28450,201705021550,39.00,,,3.89
120,28450,201705021600,38.00,,,3.33
121,28450,201705021620,37.00,,,2.78
122,28450,201705021650,37.00,,,2.78
123,28450,201705021700,38.00,,,3.33
124,28450,201705021720,37.00,,,2.78
125,28450,201705021750,36.00,,,2.22
126,28450,201705021800,37.00,45.00,36.00,2.78
127,28450,201705021820,36.00,,,2.22
128,28450,201705021850,36.00,,,2.22
129,28450,201705021900,36.00,,,2.22
130,28450,201705021920,36.00,,,2.22
131,28450,201705021950,36.00,,,2.22
132,28450,201705022000,36.00,,,2.22
133,28450,201705022020,36.00,,,2.22
134,28450,201705022050,34.00,,,1.11
135,28450,201705022100,35.00,,,1.67
136,28450,201705022120,34.00,,,1.11
137,28450,201705022150,34.00,,,1.11
138,28450,201705022200,34.00,,,1.11
139,28450,201705022220,34.00,,,1.11
140,28450,201705022250,34.00,,,1.11
141,28450,201705022300,33.00,,,0.56
142,28450,201705022320,34.00,,,1.11
143,28450,201705022350,34.00,,,1.11
144,28450,201705030000,34.00,,,1.11
145,28450,201705030020,36.00,,,2.22
146,28450,201705030050,36.00,,,2.22
147,28450,201705030100,35.00,,,1.67
148,28450,201705030120,36.00,,,2.22
149,28450,201705030150,36.00,,,2.22
150,28450,201705030200,35.00,,,1.67
151,28450,201705030220,36.00,,,2.22
152,28450,201705030250,36.00,,,2.22
153,28450,201705030300,36.00,,,2.22
154,28450,201705030320,36.00,,,2.22
155,28450,201705030400,36.00,,,2.22
156,28450,201705030420,36.00,,,2.22
157,28450,201705030450,36.00,,,2.22
158,28450,201705030500,36.00,,,2.22
159,28450,201705030520,36.00,,,2.22
160,28450,201705030550,36.00,,,2.22
161,28450,201705030600,37.00,37.00,33.00,2.78
162,28450,201705030620,37.00,,,2.78
163,28450,201705030650,37.00,,,2.78
164,28450,201705030700,37.00,,,2.78
165,28450,201705030720,37.00,,,2.78
166,28450,201705030750,37.00,,,2.78
167,28450,201705030800,38.00,,,3.33
168,28450,201705030820,37.00,,,2.78
169,28450,201705030850,37.00,,,2.78
170,28450,201705030900,39.00,,,3.89
171,28450,201705030920,39.00,,,3.89
172,28450,201705030950,37.00,,,2.78
173,28450,201705031000,38.00,,,3.33
174,28450,201705031020,37.00,,,2.78
175,28450,201705031050,37.00,,,2.78
176,28450,201705031100,38.00,,,3.33
177,28450,201705031120,37.00,,,2.78
178,28450,201705031150,37.00,,,2.78
179,28450,201705031200,37.00,,,2.78
180,28450,201705031220,37.00,,,2.78
181,28450,201705031250,37.00,,,2.78
182,28450,201705031300,38.00,,,3.33
183,28450,201705031320,37.00,,,2.78
184,28450,201705031350,37.00,,,2.78
185,28450,201705031400,38.00,,,3.33
186,28450,201705031420,37.00,,,2.78
187,28450,201705031450,37.00,,,2.78
188,28450,201705031500,38.00,,,3.33
189,28450,201705031520,37.00,,,2.78
190,28450,201705031550,37.00,,,2.78
191,28450,201705031600,38.00,,,3.33
192,28450,201705031620,37.00,,,2.78
193,28450,201705031650,37.00,,,2.78
194,28450,201705031700,37.00,,,2.78
195,28450,201705031720,37.00,,,2.78
196,28450,201705031750,36.00,,,2.22
197,28450,201705031800,37.00,39.00,37.00,2.78
198,28450,201705031820,36.00,,,2.22
199,28450,201705031850,36.00,,,2.22
200,28450,201705031900,35.00,,,1.67
201,28450,201705031920,34.00,,,1.11
202,28450,201705031950,34.00,,,1.11
203,28450,201705032000,34.00,,,1.11
204,28450,201705032020,32.00,,,0.00
205,28450,201705032050,32.00,,,0.00
206,28450,201705032100,32.00,,,0.00
207,28450,201705032120,32.00,,,0.00
208,28450,201705032150,32.00,,,0.00
209,28450,201705032200,32.00,,,0.00
210,28450,201705032220,32.00,,,0.00
211,28450,201705032250,30.00,,,-1.11
212,28450,201705032300,31.00,,,-0.56
213,28450,201705032320,30.00,,,-1.11
214,28450,201705032350,30.00,,,-1.11
215,28450,201705040000,30.00,,,-1.11
216,28450,201705040020,30.00,,,-1.11
217,28450,201705040050,30.00,,,-1.11
218,28450,201705040100,31.00,,,-0.56
219,28450,201705040120,30.00,,,-1.11
220,28450,201705040150,30.00,,,-1.11
221,28450,201705040200,31.00,,,-0.56
222,28450,201705040220,30.00,,,-1.11
223,28450,201705040250,30.00,,,-1.11
224,28450,201705040300,30.00,,,-1.11
225,28450,201705040320,30.00,,,-1.11
226,28450,201705040350,30.00,,,-1.11
227,28450,201705040400,31.00,,,-0.56
228,28450,201705040420,30.00,,,-1.11
229,28450,201705040450,30.00,,,-1.11
230,28450,201705040500,32.00,,,0.00
231,28450,201705040520,32.00,,,0.00
232,28450,201705040550,34.00,,,1.11
233,28450,201705040600,35.00,37.00,30.00,1.67
234,28450,201705040620,36.00,,,2.22
235,28450,201705040650,37.00,,,2.78
236,28450,201705040700,40.00,,,4.44
237,28450,201705040720,37.00,,,2.78
238,28450,201705040750,39.00,,,3.89
239,28450,201705040800,41.00,,,5.00
240,28450,201705040820,41.00,,,5.00
241,28450,201705040850,41.00,,,5.00
242,28450,201705040900,44.00,,,6.67
243,28450,201705040920,43.00,,,6.11
244,28450,201705040950,43.00,,,6.11
245,28450,201705041000,46.00,,,7.78
246,28450,201705041020,43.00,,,6.11
247,28450,201705041051,45.00,,,7.22
248,28450,201705041100,46.00,,,7.78
249,28450,201705041120,45.00,,,7.22
250,28450,201705041150,45.00,,,7.22
251,28450,201705041200,47.00,,,8.33
252,28450,201705041220,45.00,,,7.22
253,28450,201705041250,45.00,,,7.22
254,28450,201705041300,47.00,,,8.33
255,28450,201705041320,46.00,,,7.78
256,28450,201705041350,46.00,,,7.78
257,28450,201705041400,47.00,,,8.33
258,28450,201705041420,46.00,,,7.78
259,28450,201705041450,46.00,,,7.78
260,28450,201705041500,48.00,,,8.89
261,28450,201705041520,46.00,,,7.78
262,28450,201705041550,46.00,,,7.78
263,28450,201705041600,47.00,,,8.33
264,28450,201705041620,45.00,,,7.22
265,28450,201705041650,45.00,,,7.22
266,28450,201705041700,46.00,,,7.78
267,28450,201705041720,43.00,,,6.11
268,28450,201705041750,41.00,,,5.00
269,28450,201705041800,43.00,48.00,35.00,6.11
270,28450,201705041820,43.00,,,6.11
271,28450,201705041850,43.00,,,6.11
272,28450,201705041900,43.00,,,6.11
273,28450,201705041920,43.00,,,6.11
274,28450,201705041950,41.00,,,5.00
275,28450,201705042000,42.00,,,5.56
276,28450,201705042020,41.00,,,5.00
277,28450,201705042050,43.00,,,6.11
278,28450,201705042100,42.00,,,5.56
279,28450,201705042120,41.00,,,5.00
280,28450,201705042150,41.00,,,5.00
281,28450,201705042200,42.00,,,5.56
282,28450,201705042220,41.00,,,5.00
283,28450,201705042250,41.00,,,5.00
284,28450,201705042300,41.00,,,5.00
285,28450,201705042320,41.00,,,5.00
286,28450,201705042350,41.00,,,5.00
287,28450,201705050000,40.00,,,4.44
288,28450,201705050020,41.00,,,5.00
289,28450,201705050050,39.00,,,3.89
290,28450,201705050100,40.00,,,4.44
291,28450,201705050120,39.00,,,3.89
292,28450,201705050150,39.00,,,3.89
293,28450,201705050200,40.00,,,4.44
294,28450,201705050220,39.00,,,3.89
295,28450,201705050250,39.00,,,3.89
296,28450,201705050300,40.00,,,4.44
297,28450,201705050320,41.00,,,5.00
298,28450,201705050350,41.00,,,5.00
299,28450,201705050400,42.00,,,5.56
300,28450,201705050420,43.00,,,6.11
301,28450,201705050450,45.00,,,7.22
302,28450,201705050500,46.00,,,7.78
303,28450,201705050520,46.00,,,7.78
304,28450,201705050550,46.00,,,7.78
305,28450,201705050600,48.00,48.00,39.00,8.89
306,28450,201705050620,46.00,,,7.78
307,28450,201705050650,48.00,,,8.89
308,28450,201705050700,49.00,,,9.44
309,28450,201705050720,48.00,,,8.89
310,28450,201705050750,50.00,,,10.00
311,28450,201705050800,51.00,,,10.56
312,28450,201705050820,50.00,,,10.00
313,28450,201705050850,50.00,,,10.00
314,28450,201705050900,52.00,,,11.11
315,28450,201705050920,50.00,,,10.00
316,28450,201705050950,50.00,,,10.00
317,28450,201705051000,52.00,,,11.11
318,28450,201705051020,50.00,,,10.00
319,28450,201705051050,52.00,,,11.11
320,28450,201705051100,53.00,,,11.67
321,28450,201705051120,52.00,,,11.11
322,28450,201705051150,52.00,,,11.11
323,28450,201705051200,53.00,,,11.67
324,28450,201705051220,52.00,,,11.11
325,28450,201705051250,52.00,,,11.11
326,28450,201705051300,54.00,,,12.22
327,28450,201705051320,52.00,,,11.11
328,28450,201705051350,52.00,,,11.11
329,28450,201705051400,53.00,,,11.67
330,28450,201705051420,52.00,,,11.11
331,28450,201705051450,50.00,,,10.00
332,28450,201705051500,51.00,,,10.56
333,28450,201705051520,48.00,,,8.89
334,28450,201705051550,48.00,,,8.89
335,28450,201705051600,48.00,,,8.89
336,28450,201705051620,45.00,,,7.22
337,28450,201705051650,45.00,,,7.22
338,28450,201705051700,44.00,,,6.67
339,28450,201705051720,43.00,,,6.11
340,28450,201705051750,41.00,,,5.00
341,28450,201705051800,41.00,54.00,41.00,5.00
342,28450,201705051820,39.00,,,3.89
343,28450,201705051850,39.00,,,3.89
344,28450,201705051900,39.00,,,3.89
345,28450,201705051920,39.00,,,3.89
346,28450,201705051950,37.00,,,2.78
347,28450,201705052000,38.00,,,3.33
348,28450,201705052020,37.00,,,2.78
349,28450,201705052050,37.00,,,2.78
350,28450,201705052100,37.00,,,2.78
351,28450,201705052120,36.00,,,2.22
352,28450,201705052150,36.00,,,2.22
353,28450,201705052200,37.00,,,2.78
354,28450,201705052220,36.00,,,2.22
355,28450,201705052250,36.00,,,2.22
356,28450,201705052300,35.00,,,1.67
357,28450,201705052320,34.00,,,1.11
358,28450,201705052350,34.00,,,1.11
359,28450,201705060000,34.00,,,1.11
360,28450,201705060020,34.00,,,1.11
361,28450,201705060050,32.00,,,0.00
362,28450,201705060100,32.00,,,0.00
363,28450,201705060120,32.00,,,0.00
364,28450,201705060150,32.00,,,0.00
365,28450,201705060200,31.00,,,-0.56
366,28450,201705060220,30.00,,,-1.11
367,28450,201705060250,30.00,,,-1.11
368,28450,201705060300,31.00,,,-0.56
369,28450,201705060320,30.00,,,-1.11
370,28450,201705060350,30.00,,,-1.11
371,28450,201705060400,31.00,,,-0.56
372,28450,201705060420,30.00,,,-1.11
373,28450,201705060450,30.00,,,-1.11
374,28450,201705060500,30.00,,,-1.11
375,28450,201705060520,30.00,,,-1.11
376,28450,201705060550,30.00,,,-1.11
377,28450,201705060600,31.00,41.00,30.00,-0.56
378,28450,201705060620,30.00,,,-1.11
379,28450,201705060650,30.00,,,-1.11
380,28450,201705060700,31.00,,,-0.56
381,28450,201705060720,30.00,,,-1.11
382,28450,201705060750,30.00,,,-1.11
383,28450,201705060800,32.00,,,0.00
384,28450,201705060820,32.00,,,0.00
385,28450,201705060850,32.00,,,0.00
386,28450,201705060900,33.00,,,0.56
387,28450,201705060920,32.00,,,0.00
388,28450,201705060950,32.00,,,0.00
389,28450,201705061000,33.00,,,0.56
390,28450,201705061020,32.00,,,0.00
391,28450,201705061050,32.00,,,0.00
392,28450,201705061100,33.00,,,0.56
393,28450,201705061120,32.00,,,0.00
394,28450,201705061150,34.00,,,1.11
395,28450,201705061200,34.00,,,1.11
396,28450,201705061220,34.00,,,1.11
397,28450,201705061250,34.00,,,1.11
398,28450,201705061300,34.00,,,1.11
399,28450,201705061320,34.00,,,1.11
400,28450,201705061350,32.00,,,0.00
401,28450,201705061400,34.00,,,1.11
402,28450,201705061420,34.00,,,1.11
403,28450,201705061450,34.00,,,1.11
404,28450,201705061500,35.00,,,1.67
405,28450,201705061520,34.00,,,1.11
406,28450,201705061550,34.00,,,1.11
407,28450,201705061600,34.00,,,1.11
408,28450,201705061620,34.00,,,1.11
409,28450,201705061650,34.00,,,1.11
410,28450,201705061700,33.00,,,0.56
411,28450,201705061720,32.00,,,0.00
412,28450,201705061750,32.00,,,0.00
413,28450,201705061800,33.00,35.00,31.00,0.56
414,28450,201705061820,32.00,,,0.00
415,28450,201705061850,32.00,,,0.00
416,28450,201705061900,32.00,,,0.00
417,28450,201705061920,30.00,,,-1.11
418,28450,201705061950,28.00,,,-2.22
419,28450,201705062000,29.00,,,-1.67
420,28450,201705062020,28.00,,,-2.22
421,28450,201705062050,27.00,,,-2.78
422,28450,201705062100,28.00,,,-2.22
423,28450,201705062120,27.00,,,-2.78
424,28450,201705062150,27.00,,,-2.78
425,28450,201705062200,28.00,,,-2.22
426,28450,201705062220,27.00,,,-2.78
427,28450,201705062250,27.00,,,-2.78
428,28450,201705062300,27.00,,,-2.78
429,28450,201705062320,27.00,,,-2.78
430,28450,201705062350,27.00,,,-2.78
431,28450,201705070000,28.00,,,-2.22
432,28450,201705070020,27.00,,,-2.78
433,28450,201705070050,27.00,,,-2.78
434,28450,201705070100,28.00,,,-2.22
435,28450,201705070120,27.00,,,-2.78
436,28450,201705070150,27.00,,,-2.78
437,28450,201705070200,28.00,,,-2.22
438,28450,201705070220,27.00,,,-2.78
439,28450,201705070250,28.00,,,-2.22
440,28450,201705070300,28.00,,,-2.22
441,28450,201705070320,28.00,,,-2.22
442,28450,201705070350,30.00,,,-1.11
443,28450,201705070400,30.00,,,-1.11
444,28450,201705070420,30.00,,,-1.11
445,28450,201705070450,30.00,,,-1.11
446,28450,201705070500,31.00,,,-0.56
447,28450,201705070520,30.00,,,-1.11
448,28450,201705070550,30.00,,,-1.11
449,28450,201705070600,31.00,33.00,27.00,-0.56
450,28450,201705070620,30.00,,,-1.11
451,28450,201705070650,30.00,,,-1.11
452,28450,201705070700,32.00,,,0.00
453,28450,201705070720,30.00,,,-1.11
454,28450,201705070750,30.00,,,-1.11
455,28450,201705070800,32.00,,,0.00
456,28450,201705070820,30.00,,,-1.11
457,28450,201705070850,34.00,,,1.11
458,28450,201705070900,33.00,,,0.56
459,28450,201705070920,32.00,,,0.00
460,28450,201705070950,32.00,,,0.00
461,28450,201705071000,31.00,,,-0.56
462,28450,201705071020,30.00,,,-1.11
463,28450,201705071050,32.00,,,0.00
464,28450,201705071100,34.00,,,1.11
465,28450,201705071120,32.00,,,0.00
466,28450,201705071150,30.00,,,-1.11
467,28450,201705071200,30.00,,,-1.11
468,28450,201705071220,30.00,,,-1.11
469,28450,201705071250,30.00,,,-1.11
470,28450,201705071300,30.00,,,-1.11
471,28450,201705071320,28.00,,,-2.22
472,28450,201705071350,32.00,,,0.00
473,28450,201705071400,33.00,,,0.56
474,28450,201705071420,32.00,,,0.00
475,28450,201705071450,30.00,,,-1.11
476,28450,201705071500,32.00,,,0.00
477,28450,201705071520,30.00,,,-1.11
478,28450,201705071550,32.00,,,0.00
479,28450,201705071600,32.00,,,0.00
480,28450,201705071620,30.00,,,-1.11
481,28450,201705071650,30.00,,,-1.11
482,28450,201705071700,31.00,,,-0.56
483,28450,201705071720,30.00,,,-1.11
484,28450,201705071750,28.00,,,-2.22
485,28450,201705071800,28.00,34.00,28.00,-2.22
486,28450,201705071820,27.00,,,-2.78
487,28450,201705071850,27.00,,,-2.78
488,28450,201705071900,28.00,,,-2.22
489,28450,201705071920,27.00,,,-2.78
490,28450,201705071950,27.00,,,-2.78
491,28450,201705072000,27.00,,,-2.78
492,28450,201705072020,27.00,,,-2.78
493,28450,201705072050,25.00,,,-3.89
494,28450,201705072100,26.00,,,-3.33
495,28450,201705072120,25.00,,,-3.89
496,28450,201705072150,23.00,,,-5.00
497,28450,201705072200,24.00,,,-4.44
498,28450,201705072220,23.00,,,-5.00
499,28450,201705072250,23.00,,,-5.00
500,28450,201705072300,23.00,,,-5.00
501,28450,201705072320,21.00,,,-6.11
502,28450,201705072350,21.00,,,-6.11
503,28450,201705080000,21.00,,,-6.11
504,28450,201705080020,21.00,,,-6.11
505,28450,201705080050,19.00,,,-7.22
506,28450,201705080100,20.00,,,-6.67
507,28450,201705080120,19.00,,,-7.22
508,28450,201705080150,19.00,,,-7.22
509,28450,201705080200,20.00,,,-6.67
510,28450,201705080220,19.00,,,-7.22
511,28450,201705080250,21.00,,,-6.11
512,28450,201705080300,21.00,,,-6.11
513,28450,201705080320,21.00,,,-6.11
514,28450,201705080350,23.00,,,-5.00
515,28450,201705080400,24.00,,,-4.44
516,28450,201705080420,23.00,,,-5.00
517,28450,201705080450,25.00,,,-3.89
518,28450,201705080500,25.00,,,-3.89
519,28450,201705080520,25.00,,,-3.89
520,28450,201705080550,27.00,,,-2.78
521,28450,201705080600,29.00,29.00,20.00,-1.67
522,28450,201705080620,28.00,,,-2.22
523,28450,201705080650,28.00,,,-2.22
524,28450,201705080700,29.00,,,-1.67
525,28450,201705080720,30.00,,,-1.11
526,28450,201705080750,30.00,,,-1.11
527,28450,201705080800,30.00,,,-1.11
528,28450,201705080820,30.00,,,-1.11
529,28450,201705080850,30.00,,,-1.11
530,28450,201705080900,32.00,,,0.00
531,28450,201705080920,30.00,,,-1.11
532,28450,201705081000,33.00,,,0.56
533,28450,201705081020,32.00,,,0.00
534,28450,201705081050,32.00,,,0.00
535,28450,201705081100,32.00,,,0.00
536,28450,201705081120,32.00,,,0.00
537,28450,201705081150,32.00,,,0.00
538,28450,201705081200,32.00,,,0.00
539,28450,201705081220,32.00,,,0.00
540,28450,201705081250,32.00,,,0.00
541,28450,201705081300,34.00,,,1.11
542,28450,201705081320,34.00,,,1.11
543,28450,201705081350,34.00,,,1.11
544,28450,201705081400,34.00,,,1.11
545,28450,201705081420,32.00,,,0.00
546,28450,201705081450,32.00,,,0.00
547,28450,201705081500,34.00,,,1.11
548,28450,201705081520,32.00,,,0.00
549,28450,201705081550,32.00,,,0.00
550,28450,201705081600,33.00,,,0.56
551,28450,201705081620,32.00,,,0.00
552,28450,201705081650,32.00,,,0.00
553,28450,201705081700,32.00,,,0.00
554,28450,201705081720,32.00,,,0.00
555,28450,201705081750,30.00,,,-1.11
556,28450,201705081800,31.00,35.00,28.00,-0.56
557,28450,201705081820,30.00,,,-1.11
558,28450,201705081850,30.00,,,-1.11
559,28450,201705081900,30.00,,,-1.11
560,28450,201705081920,30.00,,,-1.11
561,28450,201705081950,30.00,,,-1.11
562,28450,201705082000,30.00,,,-1.11
563,28450,201705082020,30.00,,,-1.11
564,28450,201705082050,30.00,,,-1.11
565,28450,201705082100,30.00,,,-1.11
566,28450,201705082120,30.00,,,-1.11
567,28450,201705082150,28.00,,,-2.22
568,28450,201705082200,29.00,,,-1.67
569,28450,201705082220,28.00,,,-2.22
570,28450,201705082250,28.00,,,-2.22
571,28450,201705082300,28.00,,,-2.22
572,28450,201705082320,28.00,,,-2.22
573,28450,201705082350,27.00,,,-2.78
574,28450,201705090000,28.00,,,-2.22
575,28450,201705090020,27.00,,,-2.78
576,28450,201705090050,28.00,,,-2.22
577,28450,201705090100,28.00,,,-2.22
578,28450,201705090120,28.00,,,-2.22
579,28450,201705090150,27.00,,,-2.78
580,28450,201705090200,28.00,,,-2.22
581,28450,201705090220,27.00,,,-2.78
582,28450,201705090250,27.00,,,-2.78
583,28450,201705090300,28.00,,,-2.22
584,28450,201705090320,27.00,,,-2.78
585,28450,201705090350,27.00,,,-2.78
586,28450,201705090400,28.00,,,-2.22
587,28450,201705090420,27.00,,,-2.78
588,28450,201705090450,27.00,,,-2.78
589,28450,201705090500,28.00,,,-2.22
590,28450,201705090520,27.00,,,-2.78
591,28450,201705090550,28.00,,,-2.22
592,28450,201705090600,30.00,31.00,27.00,-1.11
593,28450,201705090620,30.00,,,-1.11
594,28450,201705090650,32.00,,,0.00
595,28450,201705090700,32.00,,,0.00
596,28450,201705090720,32.00,,,0.00
597,28450,201705090750,32.00,,,0.00
598,28450,201705090800,34.00,,,1.11
599,28450,201705090820,32.00,,,0.00
600,28450,201705090850,32.00,,,0.00
601,28450,201705090900,34.00,,,1.11
602,28450,201705090920,34.00,,,1.11
603,28450,201705090950,34.00,,,1.11
604,28450,201705091000,35.00,,,1.67
605,28450,201705091020,34.00,,,1.11
606,28450,201705091050,34.00,,,1.11
607,28450,201705091100,35.00,,,1.67
608,28450,201705091120,34.00,,,1.11
609,28450,201705091150,36.00,,,2.22
610,28450,201705091200,37.00,,,2.78
611,28450,201705091220,36.00,,,2.22
612,28450,201705091250,34.00,,,1.11
613,28450,201705091300,35.00,,,1.67
614,28450,201705091320,36.00,,,2.22
615,28450,201705091350,36.00,,,2.22
616,28450,201705091400,33.00,,,0.56
617,28450,201705091420,34.00,,,1.11
618,28450,201705091450,34.00,,,1.11
619,28450,201705091500,34.00,,,1.11
620,28450,201705091520,36.00,,,2.22
621,28450,201705091550,30.00,,,-1.11
622,28450,201705091600,31.00,,,-0.56
623,28450,201705091620,32.00,,,0.00
624,28450,201705091650,34.00,,,1.11
625,28450,201705091700,34.00,,,1.11
627,28450,201705091750,32.00,,,0.00
628,28450,201705091800,32.00,39.00,30.00,0.00
629,28450,201705091820,32.00,,,0.00
630,28450,201705091850,32.00,,,0.00
631,28450,201705091900,31.00,,,-0.56
632,28450,201705091920,30.00,,,-1.11
633,28450,201705091950,30.00,,,-1.11
634,28450,201705092000,30.00,,,-1.11
635,28450,201705092020,28.00,,,-2.22
636,28450,201705092050,28.00,,,-2.22
637,28450,201705092100,29.00,,,-1.67
638,28450,201705092120,28.00,,,-2.22
639,28450,201705092150,27.00,,,-2.78
640,28450,201705092200,28.00,,,-2.22
641,28450,201705092220,27.00,,,-2.78
642,28450,201705092250,27.00,,,-2.78
643,28450,201705092300,28.00,,,-2.22
644,28450,201705092320,27.00,,,-2.78
645,28450,201705092350,27.00,,,-2.78
646,28450,201705100000,27.00,,,-2.78
647,28450,201705100020,27.00,,,-2.78
648,28450,201705100050,27.00,,,-2.78
649,28450,201705100100,27.00,,,-2.78
650,28450,201705100120,27.00,,,-2.78
651,28450,201705100150,28.00,,,-2.22
652,28450,201705100200,28.00,,,-2.22
653,28450,201705100220,28.00,,,-2.22
654,28450,201705100250,28.00,,,-2.22
655,28450,201705100300,29.00,,,-1.67
656,28450,201705100320,28.00,,,-2.22
657,28450,201705100350,28.00,,,-2.22
658,28450,201705100400,29.00,,,-1.67
659,28450,201705100420,28.00,,,-2.22
660,28450,201705100450,30.00,,,-1.11
661,28450,201705100500,30.00,,,-1.11
662,28450,201705100520,28.00,,,-2.22
663,28450,201705100550,30.00,,,-1.11
664,28450,201705100600,30.00,32.00,27.00,-1.11
665,28450,201705100620,30.00,,,-1.11
666,28450,201705100650,30.00,,,-1.11
667,28450,201705100700,31.00,,,-0.56
668,28450,201705100720,30.00,,,-1.11
669,28450,201705100750,30.00,,,-1.11
670,28450,201705100800,32.00,,,0.00
671,28450,201705100820,30.00,,,-1.11
672,28450,201705100850,32.00,,,0.00
673,28450,201705100900,33.00,,,0.56
674,28450,201705100920,32.00,,,0.00
675,28450,201705100950,32.00,,,0.00
676,28450,201705101000,32.00,,,0.00
677,28450,201705101020,32.00,,,0.00
678,28450,201705101050,32.00,,,0.00
679,28450,201705101100,33.00,,,0.56
680,28450,201705101120,32.00,,,0.00
